ad_id,list_time,subject,body_short,price_usd,price_byn,company_ad,ad_link,rooms,area_total,area_living,balcony,condition,floor,floors_total,building_type,building_year,area_code,location_lon,location_lat,address,contact_name,district,area_kitchen
1076680044,2026-07-13T09:08:58Z,Сдам 2х комнатную квартиру,"Сдам двух комнатную квартиру. В доме после кап ремонта. В квартире заменена проводка, переклеены обои, произведена химчистка мягкой мебели. Мебель не",450.0,1291.32,False,https://re.kufar.by/vi/1076680044,,70.0,60.0,1,1,4.0,5.0,3,,29,27.498886,53.877099,"Уманская ул, 51, Минск",Алевтина,55,6.0
1076324550,2026-07-13T09:04:55Z,1-комнатная квартира,"Долгосрочно 1-комнатная полностью укомплектованая современная квартира для 1,2 человек.  Ортопедический диван для ежедневного сна, смарт-ТV, интернет,",550.0,1578.28,False,https://re.kufar.by/vi/1076324550,1.0,34.0,17.0,1,5,1.0,9.0,1,1988.0,30,27.451190398625325,53.90910199309671,"Лещинского ул, 7, Минск",Татьяна,130,7.0
198760252,2026-07-13T09:03:30Z,"Новая 2шка, пр-т Дзержинского 92 (м. Петровщина)","Аренда от собственника, без комиссии агентам и дополнительных платежей.

ВАЖНО: Коммунальные платежи и интернет уже включены в стоимость.

Просторная",1000.0,2869.6,False,https://re.kufar.by/vi/198760252,2.0,54.0,,3,10,,23.0,2,2022.0,29,27.486561,53.866359,"Дзержинского пр, 92, Минск",Сергей,320,
1075985372,2026-07-13T08:52:23Z,Сдам 3-х комнатную квартиру по проспекту победителей 127,"Сдается квартира в Центральном районе. Квартира укомплектована кухонной зоной и санузлом. Имеется кухонный гарнитур, духовой шкаф с плитой, холодильни",850.0,2439.16,False,https://re.kufar.by/vi/1075985372,3.0,59.8,35.4,,10,4.0,8.0,,2014.0,22,27.467472,53.939767,"Победителей пр, 127, Минск",Анжелика,,10.0
1074270842,2026-07-13T08:45:53Z,"Сдам Пентхаус на 25 этаже, потолки 3м и видом на фин центр.","Сдается квартира (первая сдача) с  дизайнерским ремонтом, с видом на фин центр и потолками 3м на 25 этаже, Парню или девушке БЕЗ домашних животных, на",900.0,2582.64,False,https://re.kufar.by/vi/1074270842,2.0,38.0,,,10,25.0,25.0,2,2022.0,28,27.537792,53.864315,"Белградская ул, 9, Минск",Дмитрий,170,
1058010976,2026-07-13T08:42:19Z,Сдам квартиру,"Сдается уютная квартира на длительный срок без животных и детей. Есть всё необходимое для проживания, включая посудомоечную машину, кондиционер,  посу",520.0,1492.19,False,https://re.kufar.by/vi/1058010976,,40.0,,1,,7.0,9.0,1,,27,27.56714,53.840924,"Иосифа Гошкевича ул, Минск",Инна,145,
1076129380,2026-07-13T08:33:50Z,2-ком.квартира семье (РБ) на длит.срок по договору,"Просторная, светлая, готовая к заселению 2-комнатная квартира + гардеробная, с мебелью и бытовой техникой для семьи в аренду на длительный срок по дог",550.0,1578.28,False,https://re.kufar.by/vi/1076129380,4.0,79.8,36.0,3,5,2.0,9.0,1,2005.0,30,27.44894,53.916265,"Лещинского ул, 53, Минск",Собственник,130,11.3
1076895915,2026-07-13T08:27:18Z,"Квартира пр. Дзержинского, 119",Сдается 2-комнатная квартира на длительный срок. Вся мебель и техника в наличии. Качественный ремонт. Хорошие соседи.  Оказываем помощь в поиске кварт,520.0,1492.19,True,https://re.kufar.by/vi/1076895915,,65.0,45.0,,,,,,,29,27.47677,53.851256,"Дзержинского пр, 119, Минск",ООО Альфа-риэлт,30,9.0
1076895671,2026-07-13T08:23:56Z,1-комнатная квартира рядом с метро,"Очень светлая, теплая и солнечная квартира - полностью готова для проживания! Батареи с регуляторами тепла и счетчики учета теплоэнергии, теплые полы.",500.0,1434.8,False,https://re.kufar.by/vi/1076895671,2.0,40.6,17.2,3,5,3.0,10.0,1,2009.0,28,27.54417,53.845381,"Асаналиева ул, 15, Минск",Надежда,235,9.2
1076895393,2026-07-13T08:20:21Z,Сдам квартиру,"Светлая, чистая, аккуратная квартира - для своих лет. Есть всё необходимое для жизни. В шаговой доступности магазины, аптеки, школы, детские сады, пар",450.0,1291.32,False,https://re.kufar.by/vi/1076895393,4.0,52.0,45.0,1,1,9.0,9.0,1,1965.0,24,27.622997,53.948925,"Калиновского ул, 23А, Минск",Татьяна,100,7.0
1076840454,2026-07-13T08:15:08Z,"1 кв-ра метро Московская,Академия наук.Регистрация.","Квартира после ремонта,строго без животных,не студентам. По всем вопросам звоните с 10 до 18.00.Возможна регистрация иностранных граждан, предпочтение",355.0,1018.71,True,https://re.kufar.by/vi/1076840454,,33.0,,1,,,,,,25,27.625998,53.911068,"2-й переулок Багратиона, 19, Минск",ООО Атлас недвижимости,240,
1076136344,2026-07-13T08:13:56Z,"2-комн.квартира ул.Восточная 50,Советский район","Квартира сдается 2-ух.комнатная на длительный срок ( от года ) 
Ул.Восточная 50,Советский район 
Квартира укомплектована мебелью ,бытовой техникой.
Сд",418.18,1200.0,True,https://re.kufar.by/vi/1076136344,,50.0,,1,1,,,,,23,27.598491,53.935941,"Восточная ул, 50, Минск",ООО Альфа-риэлт,,
1076894808,2026-07-13T08:13:30Z,Однокомнатная квартира в аренду - Минск Филимонова,"- Просторная однокомнатная квартира с отдельной кухней и техникой в зелёном районе города.
- Духовка и плита Electrolux. 
- Посудомоечная машина Bosch",487.87,1400.0,False,https://re.kufar.by/vi/1076894808,2.0,42.0,18.0,1,5,4.0,9.0,1,1999.0,25,27.633265,53.908692,"Филимонова ул, 8, Минск",Константин,240,8.9
1076894295,2026-07-13T08:07:54Z,Квартира,"Сдается 2-х комнатная квартира в Зеленом луге по ул.Калиновского -на длительный срок 
Рядом зеленная зона , В квартире сделан ремонт, окна ПВХ, застек",0.0,0.0,False,https://re.kufar.by/vi/1076894295,,68.0,,1,5,4.0,5.0,,,24,27.636409,53.944198,"Калиновского ул, Минск",Ольга,,
1076101759,2026-07-13T08:04:48Z,3-ех комнатная квартира в аренду,"Сдаётся уютная светлая квартира с современным ремонтом. Квартира полностью укомплектована мебелью и бытовой техникой. На полу паркет, итальянская плит",850.0,2439.16,False,https://re.kufar.by/vi/1076101759,,75.0,,3,10,6.0,12.0,10,2020.0,24,27.600818,53.928922,"Калининградский переулок, 21, Минск",Мария,,
1076893930,2026-07-13T08:02:47Z,"Минск, Лученка 15","В аренду на ДЛИТЕЛЬНЫЙ срок сдается современная двухкомнатная квартира со свежим ремонтом (первое заселение) в ЖК «Минск-мир» по адресу г.Минск, ул.Иг",756.2,2170.0,True,https://re.kufar.by/vi/1076893930,,52.9,45.9,4,,4.0,25.0,10,2025.0,28,27.544206,53.866927,"Игоря Лученка ул, 15, Минск","ООО ""Группа компаний Эксклюзив""",170,
1073563865,2026-07-13T07:57:21Z,1-комн квартира ст.м Михалово,1-комн квартира рядом с метро. Все вопросы только по телефону!,348.48,1000.0,True,https://re.kufar.by/vi/1073563865,,33.0,,1,,,,3,,29,27.498742,53.876043,"Уманская ул, 55, Минск",ООО Атлас недвижимости,55,
1076890144,2026-07-13T07:51:07Z,2комн.квартира в Чижовке ул.Ташкентская 6/2,"Сдается 2-ух.комнатная квартира на длительный срок в Чижовке ул.Ташкентская 6/2 .
Комнаты раздельные ,есть мебель 
Холодильник,стиральная машина Предп",383.33,1100.0,True,https://re.kufar.by/vi/1076890144,,49.0,,1,1,,,,,26,27.632466,53.836812,"Ташкентская ул, 6к2, Минск",ООО Альфа-риэлт,305,
1073568170,2026-07-13T07:48:16Z,"Сдаю 1 квартиру,метро рядом","Сдаётся 1 квартира с хорошим  ремонтом  и всей необходимой  мебелью  и бытовой техникой,метро в шаговой доступности, небольшие  коммунальные,прописан",360.0,1033.06,True,https://re.kufar.by/vi/1073568170,2.0,37.0,18.0,1,1,2.0,9.0,1,,29,27.516116,53.886159,"Дзержинского пр, 19, Минск",ООО Атлас недвижимости,55,8.0
1076517327,2026-07-13T07:44:52Z,1 комнатная квартира по ул. ландера 52,В аренду 1 комнатная квартира по ул. Ландера 52. Отличная квартира с мебелью и техникой. Договор с регистрацией. Зороший район. Квартира теплая . Посл,418.18,1200.0,True,https://re.kufar.by/vi/1076517327,,33.0,17.0,3,1,,,,,28,27.486588,53.841726,"Ландера ул, 52, Минск",ООО Альфа-риэлт,,7.2
1076889459,2026-07-13T07:43:04Z,Аренда квартиры,"Сдаю квартиру на 2 этаже 9 этажного дома: 2 раздельные комнаты полностью с мебелью, кухня, раздельный сан узел, постельные принадлежности. .Холодильни",500.0,1434.8,False,https://re.kufar.by/vi/1076889459,2.0,47.0,,3,1,2.0,9.0,3,,29,27.512612,53.890033,"Розы Люксембург ул, 116, Минск",Анастасия,,
1076889463,2026-07-13T07:43:04Z,"2комн.квартира ул.Бельского 51,м.Спортивная","Сдается 2-ух.комнатная квартира ул.Бельского 51,метро Спортивная Квартира сдается семье ,.Без животных Есть холодильник,стиральная машина. В комнате р",400.0,1147.84,True,https://re.kufar.by/vi/1076889463,,51.0,,1,1,,,,,30,27.482689,53.897021,"Бельского ул, 51, Минск",ООО Альфа-риэлт,290,
1055936774,2026-07-13T07:41:31Z,Сдам квартиру в г. Минск для командированных,"Предлагаем квартиру для КОМАНДИРОВОЧНЫХ. Работаем с ЮРЛИЦАМИ
Отчетные документы, наличный и безналичный расчет.
От 1 до 6 человек
Долгосрочная аренда",0.0,0.0,True,https://re.kufar.by/vi/1055936774,4.0,64.0,,3,5,2.0,9.0,,,25,27.675198,53.915263,"Высокая ул, 11В, Минск",ООО ШаКоХаус,255,
1076889335,2026-07-13T07:41:26Z,Евро 2-ка Минск мир,"Студия  полностью оснащена новой мебелью и техникой , находится в 10 минутах (пешком) от метро аэродромная",700.0,2008.72,False,https://re.kufar.by/vi/1076889335,2.0,43.0,38.0,1,5,14.0,18.0,2,2024.0,28,27.550369,53.860619,"Жореса Алфёрова ул, 13, Минск",Маргарита,170,
1076889330,2026-07-13T07:41:23Z,Однокомнатная квартира с террасой,"Однокомнатная квартира с террасой 

 Сдаётся просторная однокомнатная квартира площадью 40,6 кв.м в современном ЖК «Парк Челюскинцев». Новый ремонт, м",599.39,1720.0,True,https://re.kufar.by/vi/1076889330,,40.6,31.0,1,5,2.0,25.0,10,2021.0,24,27.625063,53.924559,"Макаёнка ул, 12Г, Минск",ООО Центр международной недвижимости Моя 7Я,,9.0
1072538489,2026-07-13T07:41:13Z,Долгосрочная аренда,Современная уютная квартира с панорамным видом на Грушевский сквер и город с высокого 19 этажа. В квартире есть все для комфортного проживания и отдых,1000.0,2869.6,False,https://re.kufar.by/vi/1072538489,4.0,60.0,48.1,1,5,19.0,20.0,2,2018.0,29,27.518356720800764,53.886636225013966,"Дзержинского пр, 15, Минск","Наталья, Владимир",55,22.7
1076889173,2026-07-13T07:39:05Z,1 комнатная квартира по ул. Бирюзова дом9. Метро Молодежная,В аренду с 21.07 отличная 1 комнатная квартира пр ул. Бирюзова 9. 4 этаж. Балкон застеклен. Чистота и порядок. Прописан собственник. договор. Возможна,450.0,1291.32,True,https://re.kufar.by/vi/1076889173,,30.2,18.9,1,5,4.0,5.0,,,30,27.514535,53.911752,"Бирюзова ул, 9, Минск",ООО Альфа-риэлт,,5.7
1050852000,2026-07-13T07:35:35Z,Аренда в г.Минск (посуточно) для организаций,"Сдаётся 3-комнатная квартира в г.Минск ТОЛЬКО ДЛЯ ОРГАНИЗАЦИЙ (юр.лица)
Аренда ПОСУТОЧНО от 15 дней, оплата по безналичному расчету с НДС, отчётные до",0.0,0.0,True,https://re.kufar.by/vi/1050852000,7.0,62.0,,,1,5.0,,,,26,27.632546,53.844749,"Ташкентская ул, 22к1, Минск",ООО Эра Комфорта,305,
1076513870,2026-07-13T07:33:57Z,сдам на длительный срок,"Сдам на длительный срок квартиру с дизайнерским ремонтом в доме по ул. Братская, 3 в шаговой доступности от ст. метро Аэродромная. Первое заселение!!!",700.0,2008.72,False,https://re.kufar.by/vi/1076513870,,40.0,,3,10,9.0,14.0,10,2025.0,28,27.551676948021793,53.86608802729839,"Братская ул, 3, Минск",Наталья,170,
1076886465,2026-07-13T07:28:23Z,"Минск, Лученка 15","В аренду на ДЛИТЕЛЬНЫЙ срок сдается современная двухкомнатная квартира со свежим ремонтом (первое заселение) в ЖК «Минск-мир» по адресу г.Минск, ул.Иг",756.2,2170.0,True,https://re.kufar.by/vi/1076886465,,57.3,49.2,4,,23.0,25.0,10,2025.0,28,27.544206,53.866927,"Игоря Лученка ул, 15, Минск","ООО ""Группа компаний Эксклюзив""",170,
1073260135,2026-07-13T07:20:59Z,Сдам 1к квартиру Неманская 85,"Срочно сдается в аренду 1-комнатная ВИП-квартира. Полностью готова к комфортной жизни. Качественный ремонт, огромный телевизор, Smart Zala. Интернет о",522.72,1500.0,False,https://re.kufar.by/vi/1073260135,2.0,41.6,18.0,3,10,8.0,10.0,1,2017.0,30,27.430668,53.926801,"Нёманская ул, 85, Минск",Людмила,105,9.0
1075531371,2026-07-13T07:19:27Z,"Сдается 2-х комнатная квартира, новый ремонт","Сдается на длительный срок 2-комнатная квартира с мебелью и техникой. Недалеко от ст. метро Аэродромная. Качественный новый ремонт, полностью всё ново",600.0,1721.76,False,https://re.kufar.by/vi/1075531371,4.0,32.4,25.7,3,10,12.0,25.0,2,2025.0,28,27.553746,53.86055,"Михаила Савицкого ул, 35, Минск",Павел,170,
1076883759,2026-07-13T07:04:00Z,Аренда квартиры,"Сдается 3-комнатная квартира на площади Ванеева. Для граждан РБ , + налог, коммуналка. Размещение семья или 2 человека. Студентам  + налог, + коммунал",550.0,1578.28,False,https://re.kufar.by/vi/1076883759,3.0,49.3,34.0,1,1,2.0,5.0,1,1966.0,25,27.609559,53.878723,"площадь Ванеева, Минск",Вячеслав,,6.2
1076883669,2026-07-13T07:02:39Z,Квартира на длительный срок,"Сдается уютная 4х комнатная( 1 комната - зал проходной ) квартира в Минске, на длительный срок! От собственника , Минск Ул Ольшевского 49 м. Пушкинска",700.0,2008.72,False,https://re.kufar.by/vi/1076883669,6.0,60.0,45.0,1,5,4.0,5.0,1,,30,27.492122,53.922883,"Ольшевского ул, Минск",Анна,160,7.0
1076883304,2026-07-13T06:57:11Z,"Снять 1-комнатную квартиру, г. Минск, ул. Сердича, 46","Сдается с 15.08.2026 1- комнатная квартира.
В квартире общей площадью 33,00 кв. метра вы найдёте всю необходимую мебель и технику: газовая плита с дух",404.24,1160.0,True,https://re.kufar.by/vi/1076883304,,33.0,17.9,3,,5.0,9.0,3,1971.0,30,27.493676,53.920189,"Данилы Сердича ул, 46, Минск",ООО Артель Недвижимость,205,6.2
1076694278,2026-07-13T06:54:16Z,Двухкомнатная квартира в аренду,"Сдам квартиру, две комнаты (одна проходная). Новый дом, квартира очень теплая, есть теплый пол, проточный водонагреватель, установлены регуляторы на б",453.02,1300.0,False,https://re.kufar.by/vi/1076694278,4.0,40.0,35.0,3,,9.0,12.0,,,30,27.42235,53.910373,"Нёманская ул, 5, Минск",Александр,105,10.0
1075072069,2026-07-13T06:53:27Z,Отличная и удобная квартира для проживания,"Свободная и просторная квартира в элитном ЖК Аркадия, в приятном неоклассическом исполнении для самостоятельных людей без вредных привычек.",508.78,1460.0,False,https://re.kufar.by/vi/1075072069,,54.0,21.0,,5,25.0,27.0,,2022.0,23,27.584361,53.937833,"Максима Богдановича ул, 132, Минск",Александр,220,13.0
1076753763,2026-07-13T06:47:22Z,"На длительный срок квартира пр. Мира,1","Сдам на длительный срок 2 комнатную евро квартиру в г. Минске по пр. Мира, 1 в ЖК Minsk World, квартал ""Эмиратс"", дом ""Волна"". Комнаты раздельные, уко",650.0,1865.24,False,https://re.kufar.by/vi/1076753763,2.0,46.0,30.0,3,5,8.0,19.0,2,,28,27.549991,53.869784,"Мира пр, 1, Минск",ОЛЬГА,170,18.0
1071004501,2026-07-13T06:44:33Z,Сдам в аренду двухуровневую эксклюзивную квартиру,"Эксклюзивная двухуровневая квартира в одном из самых престижных районов Минска

Уникальное предложение для тех, кто ценит пространство, статус и идеал",3000.0,8608.8,False,https://re.kufar.by/vi/1071004501,4.0,360.0,,3,10,,7.0,3,,22,27.528755,53.913014,"Грибоедова ул, 4, Минск",Наталья,,26.0
1075868945,2026-07-13T06:40:08Z,Сдам Квартиру на длительный срок,"Комфортабельная квартира от собственника!
Теплая, уютная, красивая, светлая квартира ждет
Вас для приятного проживания. 5/16 этажного каркасно-блочног",1000.0,2869.6,False,https://re.kufar.by/vi/1075868945,3.0,88.8,66.0,4,5,5.0,16.0,10,,30,27.459675,53.905371,"Притыцкого ул, 75, Минск",Алёна,80,
1076772055,2026-07-13T06:40:08Z,"Сдается студия 38,6 м2.","Субаредаторам и агентствам не беспокоить!! Сдается студия 38,6 м2., аккуратным и порядочным людям. До метро 1 минута!  В квартире есть все для комфорт",522.72,1500.0,False,https://re.kufar.by/vi/1076772055,,38.6,,1,5,8.0,13.0,10,2020.0,28,27.5502664456232,53.86864020249359,"Братская ул, 16, Минск",Артур Opyp,170,
1076881279,2026-07-13T06:37:30Z,Сдам квартиру,"Собственник сдает однокомнатную квартиру  на длительный срок без посредников  и агенств, предпочтительно семейной паре или женщине с ребенком по адрес",313.63,900.0,False,https://re.kufar.by/vi/1076881279,2.0,32.4,,2,1,1.0,5.0,1,1973.0,28,27.489921,53.843639,"Ландера ул, 64, Минск",Сергей,,
1076880380,2026-07-13T06:24:55Z,"2-ух комнатная квартира, 44м2, Уручье-6","2 комнатная квартира, 44м2, кирпичный дом, 3 этаж, окна выходят в парк, собственное парковочное место во дворе.",550.0,1578.28,False,https://re.kufar.by/vi/1076880380,2.0,44.0,,1,5,3.0,,3,,24,27.676043,53.946588,"Городецкая ул, 32, Минск",Анастасия,280,
1071639101,2026-07-13T06:24:07Z,Квартира 3 комнатная,"Отличная квартира , хорошие соседи, 2 лифта. Камеры. Робот пылесос.  По договору . Коммунальные не высокие . Для граждан РБ и РФ.",801.51,2300.0,False,https://re.kufar.by/vi/1071639101,3.0,85.0,85.0,3,5,3.0,13.0,2,2016.0,30,27.457303,53.917729,"Матусевича ул, 64, Минск",Евгений,65,13.0
1071470503,2026-07-13T06:22:35Z,Сдам квартиру на длительный срок,"Сдается квартира на длительный срок евро двушка по адресу : проспект Мира 1 . В квартире сделан качественный ремонт, оборудована мебелью и необходимой",695.0,1994.37,False,https://re.kufar.by/vi/1071470503,4.0,48.0,35.0,1,5,13.0,14.0,10,2020.0,28,27.550458453337765,53.86942871017017,"квартал Эмиратс, экспериментальный многофункциональный комплекс Минск-Мир, Минск",Инна,170,14.0
1073321937,2026-07-13T06:18:57Z,Сдаю 2 ком.квартиру,"Сдам на длительный срок отличную 2-х комнатную квартиру со всеми удобствами!!!
Находится по адресу г. Минск, ул. Неманскаяд.43,
метро Каменная горка,",600.0,1721.76,False,https://re.kufar.by/vi/1073321937,,78.0,41.0,1,5,2.0,10.0,1,2010.0,30,27.425637,53.915077,"Нёманская ул, 43, Минск",наталья,105,18.0
1072574997,2026-07-13T06:17:47Z,1-комнатная квартира на ст.м Петровщина на длительный срок,1-комнатная квартира от собственника только на длительный срок (договор). Ст. м. «Петровщина» - в шаговой доступности. Можно иностранцам. Дети приветс,600.0,1721.76,False,https://re.kufar.by/vi/1072574997,,39.3,17.9,3,5,2.0,25.0,2,2014.0,29,27.483812,53.865717,"Газеты Правда пр, 17, Минск",Оксана,320,10.0
1076879902,2026-07-13T06:15:58Z,Сдается студия. МинскМир.,"Сдается студия на долгий срок. МинскМир, ул.Ж.Алферова, д10, 1300р.(предоплата), 1300р.(залог, возврат по окончанию договора при отсутствии проблем).",453.02,1300.0,False,https://re.kufar.by/vi/1076879902,2.0,32.0,25.0,3,,3.0,25.0,10,2023.0,28,27.550872,53.862584,"Жореса Алфёрова ул, 10, Минск",сергей,170,4.0
1076480870,2026-07-13T06:13:30Z,Аренда квартиры,"Отличная чистая и уютная квартира,возможна сдача с бытовой техникой.Осмотр только по предварительному звонку!",450.0,1291.32,False,https://re.kufar.by/vi/1076480870,,47.0,,1,5,3.0,,,2015.0,30,27.426895,53.92801,"Налибокская ул, 31, Минск",Квартира,105,
1076879697,2026-07-13T06:12:05Z,Сдам квартиру,Сдам квартиру на длительный срок. Все вопросы по телефону,450.0,1291.32,False,https://re.kufar.by/vi/1076879697,2.0,44.0,,1,1,3.0,5.0,1,,26,27.632707091282178,53.87222565602035,"Филатова ул, 5, Минск",Настенька,,
1076879594,2026-07-13T06:10:02Z,Сдаётся квартира,"Сдаётся 2-х комнатная квартира по договору найма,долгосрочно. Рядом:2 школы, 4 дет. сада,wb, спорт зал, магазины, аптеки, Парк Челюскинцев и Севастопо",453.02,1300.0,False,https://re.kufar.by/vi/1076879594,,43.0,,1,1,2.0,6.0,,1963.0,24,27.612613,53.934727,"Кнорина ул, 15, Минск",Ольга,,
1076371031,2026-07-13T06:09:07Z,Уютная 2-комнатная квартира в Минске (долгосрочно),"Сдаётся уютная 2-комнатная квартира в Минске на длительный срок ответственным и аккуратным жильцам.
ЕСЛИ ОБЪЯВЛЕНИЕ ЕСТЬ, ЗНАЧИТ АКТУАЛЬНО!
ПОСРЕДНИКА",574.99,1650.0,False,https://re.kufar.by/vi/1076371031,4.0,49.0,29.0,1,5,1.0,5.0,1,1970.0,30,27.487981,53.900125,"Янки Мавра ул, 28, Минск",Алла,290,
1073525332,2026-07-13T06:07:39Z,Сдается 1-комнатная квартира.,Сдается 1-комнатная квартира. Станция метро Каменная горка в шаговой доступности. Сдается на длительный срок. Имеется все необходимое для проживания.,350.0,1004.36,True,https://re.kufar.by/vi/1073525332,,40.6,,3,1,,,,,30,27.427317,53.906411,"Притыцкого ул, 113, Минск",ООО Атлас недвижимости,,
1076437333,2026-07-13T06:07:24Z,Сдам однокомнатную квартиру,"Сдам однокомнатную квартиру на длительный срок. Квартира светлая, сделан свежий ремонт, укомплектована всей необходимой техникой и мебелью для комфорт",470.0,1348.71,False,https://re.kufar.by/vi/1076437333,2.0,30.0,17.0,2,1,5.0,5.0,3,1973.0,30,27.511615,53.912553,"Бирюзова ул, Минск",Вячеслав,,5.5
1066219799,2026-07-13T06:01:38Z,Квартира в аренду на длительный срок,"Престижный район Лебяжий, комфортная квартира с хорошим ремонтом, полностью укомплектована мебелью и бытовой техникой. Окна выходят на набережную.
При",550.0,1578.28,False,https://re.kufar.by/vi/1066219799,2.0,47.9,30.0,1,,4.0,,,,22,27.466071,53.941018,"Победителей пр, 129, Минск",Марина,,10.0
1073760013,2026-07-13T06:00:28Z,Сдам двухкомнатную квартиру,"Сдам двухкомнатную квартиру на длительный срок двум иностранцам.с 6 июля+коммунальные платежи,налог,залог.",600.0,1721.76,False,https://re.kufar.by/vi/1073760013,3.0,60.0,,1,,2.0,,3,,27,27.571326,53.895042,"Красноармейская ул, 24А, Минск",Александр,,9.0
1076878651,2026-07-13T05:57:20Z,Квартира,По всем вопросом пишите в личку,400.0,1147.84,False,https://re.kufar.by/vi/1076878651,,38.0,30.0,1,5,5.0,5.0,3,1964.0,22,27.559163,53.925778,"Осипенко ул, 32, Минск",Андрей,,5.66
1076406875,2026-07-13T05:49:35Z,2-комн. квартира ст.м. Спортивная,2-комн. квартира в шаговой доступности от метро. Все вопросы только по телефону!,418.18,1200.0,True,https://re.kufar.by/vi/1076406875,,48.0,,1,,,,3,,30,27.481153,53.909774,"Жудро ул, 4, Минск",ООО Атлас недвижимости,205,
1076878077,2026-07-13T05:44:29Z,Квартира,"С 21.08. 2026 Сдаётся современная уютная 3-х комнатная квартира в Минск-Мире, по адресу ул. Николы Теслы 16, 6 этаж 22-этажного дома. На длительный ср",800.0,2295.68,False,https://re.kufar.by/vi/1076878077,5.0,60.0,56.0,4,5,6.0,22.0,,2022.0,28,27.543227,53.869853,"Николы Теслы ул, Минск",Марина,170,
